"WorkbookRow","Year","TeamContext","PlayerName","Cost","SourceDate","SourceUrl","SameYearNameCandidates","SameArticleSameCostCandidates","SameArticleOtherCostCandidates","ReviewStatus"
"190","2012","넥센","손승락","7","2013-11-15","https://www.inven.co.kr/webzine/news/?news=107123","0","0","0","CandidateOnly_NoAutomaticMerge"
"191","2000","넥센","위재영","8","2013-11-15","https://www.inven.co.kr/webzine/news/?news=107123","1","0","0","CandidateOnly_NoAutomaticMerge"
"192","2006","한화","류현진","8","2013-11-15","https://www.inven.co.kr/webzine/news/?news=107123","0","0","0","CandidateOnly_NoAutomaticMerge"
"193","2013","한화","바티스타","8","2013-11-15","https://www.inven.co.kr/webzine/news/?news=107123","0","0","0","CandidateOnly_NoAutomaticMerge"
"194","1999","한화","정민철","8","2013-11-15","https://www.inven.co.kr/webzine/news/?news=107123","0","0","0","CandidateOnly_NoAutomaticMerge"
"195","1988","한화","한희민","8","2013-11-15","https://www.inven.co.kr/webzine/news/?news=107123","0","0","0","CandidateOnly_NoAutomaticMerge"
"196","1991","한화","장정순","7","2013-11-15","https://www.inven.co.kr/webzine/news/?news=107123","0","0","0","CandidateOnly_NoAutomaticMerge"
"197","1996","한화","구대성","8","2013-11-15","https://www.inven.co.kr/webzine/news/?news=107123","0","0","0","CandidateOnly_NoAutomaticMerge"
"198","1988","한화","이상군","8","2013-11-15","https://www.inven.co.kr/webzine/news/?news=107123","0","0","0","CandidateOnly_NoAutomaticMerge"
"199","2011","한화","박정진","7","2013-11-15","https://www.inven.co.kr/webzine/news/?news=107123","0","0","0","CandidateOnly_NoAutomaticMerge"
"200","2011","한화","마일영","5","2013-11-15","https://www.inven.co.kr/webzine/news/?news=107123","0","0","0","CandidateOnly_NoAutomaticMerge"
"201","2008","한화","토마스","7","2013-11-15","https://www.inven.co.kr/webzine/news/?news=107123","1","0","0","CandidateOnly_NoAutomaticMerge"
"202","1990","한화","송진우","8","2013-11-15","https://www.inven.co.kr/webzine/news/?news=107123","0","0","0","CandidateOnly_NoAutomaticMerge"
"203","2004","두산","문희성","3","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"204","2006","한화","송광민","1","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"205","2008","LG","김용의","2","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"206","2008","SK","김동건","2","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"207","2004","삼성","강명구","3","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"208","2000","롯데","박현승","5","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"209","2002","롯데","조성환","4","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"210","2008",,"강동우","3","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"211","2003",,"쿡슨","3","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"212","2002",,"양현석","4","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"213","2000",,"타바레스","5","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"214","2004",,"조규수","4","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"215","2004",,"전병호","4","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"216","2004",,"정민태","6","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"217","2004",,"강철민","4","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"218","2002",,"이승호","4","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"219","2008",,"김덕윤","3","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"220","2008",,"이동현","4","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"221","2000",,"이혜천","4","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"222","2005",,"신재웅","3","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"223","2004",,"차명주","4","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"224","2000",,"류택현","4","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"225","2007",,"최대성","5","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"226","2007",,"우규민","4","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"227","2008",,"양성제","1","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"228","2008",,"반재륭","1","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"229","2008",,"신윤호","2","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"230","2008",,"송현우","4","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"231","2002",,"조웅천","5","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"232","2009",,"최대성","1","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"233","2005",,"박기혁","4","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
"234","2009",,"이범준","4","2010-04-06","https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98","0","0","0","CandidateOnly_NoAutomaticMerge"
